Movie,Top Genre,Top Percentage,All Genres
American Beauty,Sport,6.2879926778554,"Sport: 6.29%, Romance: 5.88%, Crime: 5.78%, Film-Noir: 5.62%, Drama: 5.61%, Mystery: 5.59%, Biography: 5.52%, Thriller: 5.48%, Comedy: 5.42%, War: 4.73%, Sci-Fi: 4.54%, Action: 4.45%, Music: 4.40%, Horror: 4.10%, Adventure: 3.83%, Fantasy: 3.49%, History: 3.43%, Family: 3.25%, Musical: 3.22%, Animation: 3.17%, Western: 2.37%, Short: 2.06%, Documentary: 1.77%"
American History X,Crime,7.377977472565635,"Crime: 7.38%, Mystery: 6.53%, Thriller: 5.80%, Drama: 5.62%, Music: 5.59%, Film-Noir: 5.51%, War: 5.42%, Romance: 5.42%, Biography: 5.38%, Comedy: 4.87%, Horror: 4.51%, Action: 4.27%, Sci-Fi: 4.00%, Adventure: 3.57%, Sport: 3.46%, Fantasy: 3.43%, Family: 3.29%, Animation: 3.24%, Western: 3.23%, History: 3.08%, Short: 2.79%, Musical: 2.60%, Documentary: 1.02%"
Amores Perros,Thriller,6.636716774312715,"Thriller: 6.64%, Crime: 6.42%, Drama: 5.99%, Mystery: 5.66%, Comedy: 5.55%, Family: 5.39%, Romance: 5.04%, Biography: 4.98%, Action: 4.97%, Sport: 4.72%, Adventure: 4.49%, Sci-Fi: 4.29%, Animation: 4.06%, Horror: 3.88%, Fantasy: 3.86%, Music: 3.67%, Western: 3.54%, War: 3.44%, Film-Noir: 3.32%, Musical: 2.87%, History: 2.62%, Short: 2.43%, Documentary: 2.17%"
Amélie,Mystery,6.829958604901683,"Mystery: 6.83%, Thriller: 5.67%, Drama: 5.48%, Crime: 5.35%, Comedy: 5.26%, Action: 5.16%, Romance: 5.05%, War: 4.90%, Sci-Fi: 4.77%, Adventure: 4.61%, Music: 4.58%, Biography: 4.32%, Animation: 4.28%, Film-Noir: 4.07%, Fantasy: 4.00%, Short: 3.94%, Family: 3.93%, Musical: 3.74%, Horror: 3.56%, Sport: 3.36%, Western: 3.06%, History: 2.86%, Documentary: 1.23%"
Andhadhun,Crime,7.61807621455945,"Crime: 7.62%, Thriller: 7.41%, Mystery: 6.21%, Comedy: 5.80%, Sport: 5.69%, Drama: 5.63%, Biography: 5.50%, Film-Noir: 5.37%, Action: 5.15%, Music: 4.92%, Horror: 4.66%, Romance: 4.61%, Sci-Fi: 4.03%, Musical: 3.95%, Adventure: 3.83%, War: 3.78%, Fantasy: 3.47%, Family: 3.05%, Animation: 2.80%, History: 2.08%, Documentary: 1.73%, Western: 1.68%, Short: 1.06%"
Animal,Mystery,6.376976943232417,"Mystery: 6.38%, War: 5.74%, Thriller: 5.53%, Drama: 5.45%, Romance: 5.16%, Musical: 5.00%, Comedy: 5.00%, Family: 4.98%, Animation: 4.81%, Crime: 4.80%, Adventure: 4.76%, Music: 4.61%, Horror: 4.52%, Action: 4.46%, Fantasy: 4.43%, Sci-Fi: 4.19%, Western: 3.91%, Biography: 3.75%, Sport: 3.17%, Film-Noir: 3.09%, History: 2.99%, Short: 1.67%, Documentary: 1.60%"
Another Round,Mystery,6.585613712107731,"Mystery: 6.59%, Drama: 6.54%, Thriller: 6.52%, Romance: 6.48%, Comedy: 6.30%, Crime: 6.17%, Horror: 6.12%, Sport: 5.12%, Biography: 4.86%, Music: 4.83%, Adventure: 4.68%, Family: 4.55%, Action: 4.44%, Sci-Fi: 4.40%, Animation: 4.09%, Fantasy: 3.94%, War: 3.51%, History: 3.12%, Film-Noir: 2.74%, Western: 2.29%, Musical: 1.68%, Short: 0.69%, Documentary: 0.33%"
Apocalypse Now,War,10.956153185294902,"War: 10.96%, History: 6.12%, Drama: 5.61%, Romance: 5.41%, Mystery: 5.35%, Action: 4.85%, Thriller: 4.71%, Adventure: 4.69%, Biography: 4.52%, Western: 4.52%, Sci-Fi: 4.41%, Animation: 4.13%, Crime: 4.09%, Comedy: 4.08%, Fantasy: 3.60%, Musical: 3.44%, Music: 3.41%, Family: 3.39%, Documentary: 3.29%, Horror: 2.82%, Film-Noir: 2.44%, Sport: 2.34%, Short: 1.82%"
Assembly Required,Family,10.117399169350389,"Family: 10.12%, Animation: 8.52%, Comedy: 6.86%, Fantasy: 6.71%, Adventure: 6.06%, Sport: 5.15%, Drama: 4.95%, Mystery: 4.79%, Thriller: 4.74%, Music: 4.59%, Biography: 4.10%, Romance: 3.93%, History: 3.87%, War: 3.77%, Action: 3.68%, Crime: 3.25%, Sci-Fi: 3.25%, Film-Noir: 3.20%, Horror: 2.64%, Musical: 2.45%, Short: 1.35%, Western: 1.07%, Documentary: 0.97%"
Asuran,Mystery,6.636284101865394,"Mystery: 6.64%, Crime: 6.17%, Thriller: 6.12%, Romance: 5.77%, Drama: 5.66%, Comedy: 5.58%, Action: 5.21%, War: 4.77%, Music: 4.68%, Sci-Fi: 4.57%, Adventure: 4.47%, Animation: 4.13%, Western: 4.08%, Biography: 4.03%, Family: 3.96%, Short: 3.92%, Horror: 3.79%, Fantasy: 3.68%, Musical: 3.40%, History: 2.84%, Sport: 2.71%, Film-Noir: 2.10%, Documentary: 1.74%"
Au hasard Balthazar,Mystery,6.72338063884127,"Mystery: 6.72%, Crime: 6.63%, Film-Noir: 5.73%, Thriller: 5.62%, Drama: 5.36%, War: 5.22%, Music: 5.19%, Romance: 4.51%, Animation: 4.44%, Comedy: 4.44%, Action: 4.35%, Family: 4.30%, Biography: 4.08%, Adventure: 4.02%, Sci-Fi: 3.97%, Horror: 3.87%, Musical: 3.79%, Documentary: 3.64%, Fantasy: 3.62%, Sport: 3.36%, Western: 3.33%, History: 2.19%, Short: 1.65%"
Autumn Sonata,,0.0,
Avengers_ Age of Ultron,Sci-Fi,6.713746418327765,"Sci-Fi: 6.71%, War: 6.54%, Thriller: 5.93%, Horror: 5.90%, Action: 5.74%, Adventure: 5.58%, Comedy: 5.03%, Drama: 5.01%, Mystery: 5.01%, Crime: 4.74%, Animation: 4.42%, Fantasy: 4.11%, History: 3.89%, Family: 3.83%, Musical: 3.74%, Biography: 3.70%, Documentary: 3.60%, Film-Noir: 3.50%, Music: 3.14%, Romance: 3.09%, Western: 2.60%, Sport: 2.56%, Short: 1.64%"
